WC-1934,T-20,Czechoslovakia,P-03747,Kopecký,Vlastimil,0,midfielder
WC-1934,T-20,Czechoslovakia,P-01268,Košťálek,Josef,0,midfielder
WC-1934,T-20,Czechoslovakia,P-06856,Krčil,Rudolf,0,midfielder
WC-1934,T-20,Czechoslovakia,P-05627,Nejedlý,Oldřich,0,forward
WC-1934,T-20,Czechoslovakia,P-00696,Patzel,Čestmír,0,goal keeper
WC-1934,T-20,Czechoslovakia,P-07833,Plánička,František,0,goal keeper
WC-1934,T-20,Czechoslovakia,P-02061,Puč,Antonín,0,forward
WC-1934,T-20,Czechoslovakia,P-07399,Silný,Josef,0,forward
WC-1934,T-20,Czechoslovakia,P-00617,Šimperský,Adolf,0,midfielder
WC-1934,T-20,Czechoslovakia,P-02890,Sobotka,Jiří,0,forward
WC-1934,T-20,Czechoslovakia,P-06622,Srbek,Erich,0,forward
WC-1934,T-20,Czechoslovakia,P-04284,Šterc,František,0,forward
WC-1934,T-20,Czechoslovakia,P-05088,Svoboda,František,0,forward
WC-1934,T-20,Czechoslovakia,P-08350,Vodička,Antonín,0,midfielder
WC-1934,T-20,Czechoslovakia,P-06891,Ženíšek,Ladislav,0,defender
WC-1934,T-25,Egypt,P-00965,Bakhati,Mohammed,0,midfielder
WC-1934,T-25,Egypt,P-05523,El-Far,Hassan,0,midfielder
WC-1934,T-25,Egypt,P-00404,El-Kaf,Ali,0,defender
WC-1934,T-25,Egypt,P-00347,El-Nigero,Mahmoud,0,forward
WC-1934,T-25,Egypt,P-00327,El-Soury,Yacout,0,defender
WC-1934,T-25,Egypt,P-09025,Fahmy,Aziz,0,goal keeper
WC-1934,T-25,Egypt,P-07685,Fawzi,Abdulrahman,0,forward
WC-1934,T-25,Egypt,P-04964,Halim Ibrahim,Ahmed,0,midfielder
WC-1934,T-25,Egypt,P-09110,Hamidu,,0,defender
WC-1934,T-25,Egypt,P-09433,Hassan,Mohammed,0,forward
WC-1934,T-25,Egypt,P-03382,Kasseb,Hafez,0,midfielder
WC-1934,T-25,Egypt,P-02296,Latif,Mohamed,0,forward
WC-1934,T-25,Egypt,P-05219,Mahmoud,Labib,0,forward
WC-1934,T-25,Egypt,P-08941,Mansour,Mustafa,0,goal keeper
WC-1934,T-25,Egypt,P-00420,Mokhtar,Mahmoud,0,forward
WC-1934,T-25,Egypt,P-05122,Mosaoud,Kamel,0,forward
WC-1934,T-25,Egypt,P-02570,Rafaat,Ismail,0,midfielder
WC-1934,T-25,Egypt,P-09660,Raghab,Hassan,0,midfielder
WC-1934,T-25,Egypt,P-07390,Taha,Mostafa,0,forward
WC-1934,T-25,Egypt,P-09258,Youssef,Moustafa Helmi,0,midfielder
WC-1934,T-28,France,P-05612,Alcazar,Joseph,0,forward
WC-1934,T-28,France,P-01648,Aston,Alfred,0,forward
WC-1934,T-28,France,P-02828,Beaucourt,Georges,0,midfielder
WC-1934,T-28,France,P-01005,Courtois,Roger,0,forward
WC-1934,T-28,France,P-01466,Défossé,Robert,0,goal keeper
WC-1934,T-28,France,P-02254,Delfour,Edmond,0,midfielder
WC-1934,T-28,France,P-09494,Delmer,Célestin,0,midfielder
WC-1934,T-28,France,P-03239,Gabrillargues,Louis,0,midfielder
WC-1934,T-28,France,P-04689,Gonzales,Joseph,0,defender
WC-1934,T-28,France,P-04568,Keller,Fritz,0,forward
WC-1934,T-28,France,P-09756,Korb,Pierre,0,forward
WC-1934,T-28,France,P-09831,Laurent,Lucien,0,forward
WC-1934,T-28,France,P-08660,Liétaer,Noël,0,midfielder
WC-1934,T-28,France,P-02409,Llense,René,0,goal keeper
WC-1934,T-28,France,P-07049,Mairesse,Jacques,0,defender
WC-1934,T-28,France,P-09767,Mattler,Étienne,0,defender
WC-1934,T-28,France,P-01289,Nicolas,Jean,0,forward
WC-1934,T-28,France,P-07125,Rio,Roger,0,midfielder
WC-1934,T-28,France,P-07977,Thépot,Alex,0,goal keeper
WC-1934,T-28,France,P-03814,Vandooren,Jules,0,defender
WC-1934,T-28,France,P-06225,Veinante,Émile,0,forward
WC-1934,T-28,France,P-00692,Verriest,Georges,0,midfielder
